Indicator,SurveyYear,CountryName,AGEGROUP (DISPLAY),SEX (DISPLAY),CHILDCAUSE (DISPLAY),Value
Number of deaths among children under-five,1984,Gabon,,Male,,1767
Number of deaths among children under-five,1991,Gabon,,Male,,1809
Number of deaths among children under-five,1993,Gabon,,Male,,1836
Number of deaths among children under-five,1998,Gabon,,Male,,1878
Number of deaths among children under-five,2000,Gabon,,Male,,1886
Number of deaths among children under-five,2007,Gabon,,Male,,1831
Number of deaths among children under-five,2021,Gabon,,Female,,1115
Number of deaths among children under-five,1975,Gabon,,Male,,1741
Number of deaths among children under-five,1984,Gabon,,Both sexes,,3263
Number of deaths among children under-five,1986,Gabon,,Both sexes,,3262
Number of deaths among children under-five,1993,Gabon,,Both sexes,,3371
Number of deaths among children under-five,1995,Gabon,,Both sexes,,3402
Number of deaths among children under-five,2009,Gabon,,Male,,1820
Number of deaths among children under-five,2016,Gabon,,Male,,1659
Number of deaths among children under-five,2018,Gabon,,Male,,1566
Number of deaths among children under-five,1975,Gabon,,Both sexes,,3245
Number of deaths among children under-five,1977,Gabon,,Both sexes,,3248
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1978,Gabon,,Both sexes,,35.17085
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1980,Gabon,,Both sexes,,34.13474
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1987,Gabon,,Both sexes,,31.59682
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1989,Gabon,,Both sexes,,31.17812
Number of deaths among children under-five,2020,Gabon,,Both sexes,,2592
Number of deaths among children under-five,2000,Gabon,,Both sexes,,3470
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1996,Gabon,,Both sexes,,29.00639
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1998,Gabon,,Both sexes,,28.31208
Number of deaths among children under-five,2002,Gabon,,Both sexes,,3458
Number of deaths among children under-five,2009,Gabon,,Both sexes,,3325
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2003,Gabon,,Both sexes,,26.80711
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2005,Gabon,,Both sexes,,26.09972
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2012,Gabon,,Both sexes,,23.18475
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2014,Gabon,,Both sexes,,22.32097
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2021,Gabon,,Both sexes,,18.94415
Number of deaths among children under-five,2011,Gabon,,Both sexes,,3293
Number of deaths among children under-five,2018,Gabon,,Both sexes,,2827
Number of infant deaths (between birth and 11 months),2020,Gabon,,Female,,819
Number of infant deaths (between birth and 11 months),2004,Gabon,,Female,,973
Number of infant deaths (between birth and 11 months),2006,Gabon,,Female,,976
Number of infant deaths (between birth and 11 months),1970,Gabon,,Female,,907
Number of infant deaths (between birth and 11 months),1972,Gabon,,Female,,918
Number of infant deaths (between birth and 11 months),1979,Gabon,,Female,,930
Number of infant deaths (between birth and 11 months),1970,Gabon,,Male,,1114
Number of infant deaths (between birth and 11 months),2013,Gabon,,Female,,975
Number of infant deaths (between birth and 11 months),2015,Gabon,,Female,,953
Number of infant deaths (between birth and 11 months),1977,Gabon,,Male,,1160
Number of infant deaths (between birth and 11 months),1979,Gabon,,Male,,1172
Number of infant deaths (between birth and 11 months),1986,Gabon,,Male,,1205
Number of infant deaths (between birth and 11 months),1988,Gabon,,Male,,1222
Number of infant deaths (between birth and 11 months),1981,Gabon,,Female,,937
Number of infant deaths (between birth and 11 months),1993,Gabon,,Male,,1251
Number of infant deaths (between birth and 11 months),1995,Gabon,,Male,,1251
Number of infant deaths (between birth and 11 months),2002,Gabon,,Male,,1261
Number of infant deaths (between birth and 11 months),2004,Gabon,,Male,,1255
Number of infant deaths (between birth and 11 months),1988,Gabon,,Female,,951
Number of infant deaths (between birth and 11 months),1990,Gabon,,Female,,953
Number of infant deaths (between birth and 11 months),1995,Gabon,,Female,,963
Number of infant deaths (between birth and 11 months),1997,Gabon,,Female,,964
Number of infant deaths (between birth and 11 months),2020,Gabon,,Male,,1063
Number of infant deaths (between birth and 11 months),1975,Gabon,,Both sexes,,2062
Number of infant deaths (between birth and 11 months),1977,Gabon,,Both sexes,,2084
Number of infant deaths (between birth and 11 months),1984,Gabon,,Both sexes,,2140
Number of infant deaths (between birth and 11 months),1986,Gabon,,Both sexes,,2146
Number of infant deaths (between birth and 11 months),1991,Gabon,,Both sexes,,2190
Number of infant deaths (between birth and 11 months),2011,Gabon,,Male,,1293
Number of infant deaths (between birth and 11 months),2013,Gabon,,Male,,1264
Number of infant deaths (between birth and 11 months),2018,Gabon,,Male,,1150
Number of neonatal deaths (0 to 27 days),2020,Gabon,,Both sexes,,1237
Number of deaths among children ages 5 to 9 years,1994,Gabon,,Male,,163
Number of deaths among children ages 5 to 9 years,1996,Gabon,,Male,,165
Number of deaths among children ages 5 to 9 years,2003,Gabon,,Male,,163
Number of deaths among children ages 5 to 9 years,2005,Gabon,,Male,,162
Number of deaths among children ages 5 to 9 years,2010,Gabon,,Male,,163
Number of deaths among children ages 5 to 9 years,2012,Gabon,,Male,,162
Number of deaths among children ages 5 to 9 years,2014,Gabon,,Male,,164
Number of deaths among children ages 5 to 9 years,2019,Gabon,,Male,,170
Number of deaths among children ages 5 to 9 years,2021,Gabon,,Male,,167
Number of deaths among children ages 5 to 9 years,1992,Gabon,,Female,,145
Number of deaths among children ages 5 to 9 years,1994,Gabon,,Female,,148
Number of deaths among children ages 5 to 9 years,2001,Gabon,,Female,,152
Number of deaths among children ages 5 to 9 years,2003,Gabon,,Female,,149
Number of deaths among children ages 5 to 9 years,2010,Gabon,,Female,,143
Number of neonatal deaths (0 to 27 days),1984,Gabon,,Both sexes,,1050
Number of neonatal deaths (0 to 27 days),1986,Gabon,,Both sexes,,1083
Number of neonatal deaths (0 to 27 days),1993,Gabon,,Both sexes,,1164
Number of deaths among children ages 10 to 14 years,1992,Gabon,,Female,,98
Number of deaths among children ages 10 to 14 years,1994,Gabon,,Female,,106
Number of deaths among children ages 10 to 14 years,1999,Gabon,,Female,,126
Number of deaths among children ages 10 to 14 years,2001,Gabon,,Female,,133
Number of deaths among children ages 10 to 14 years,2008,Gabon,,Female,,154
Number of deaths among children ages 10 to 14 years,2010,Gabon,,Female,,156
Number of deaths among children ages 10 to 14 years,2017,Gabon,,Female,,158
Number of deaths among children ages 10 to 14 years,2019,Gabon,,Female,,159
Number of deaths among children ages 10 to 14 years,1992,Gabon,,Male,,98
Number of deaths among children ages 10 to 14 years,1994,Gabon,,Male,,106
Number of deaths among children ages 10 to 14 years,2001,Gabon,,Male,,135
Number of deaths among children ages 10 to 14 years,2003,Gabon,,Male,,142
Number of deaths among children ages 10 to 14 years,2010,Gabon,,Male,,156
Number of deaths among children ages 10 to 14 years,2012,Gabon,,Male,,158
Number of deaths among children ages 10 to 14 years,2017,Gabon,,Male,,162
Number of deaths among children ages 10 to 14 years,2019,Gabon,,Male,,166
Number of deaths among children ages 10 to 14 years,1994,Gabon,,Both sexes,,212
Number of deaths among children ages 10 to 14 years,1996,Gabon,,Both sexes,,227
Number of deaths among children ages 10 to 14 years,2003,Gabon,,Both sexes,,284
Number of deaths among children ages 10 to 14 years,2005,Gabon,,Both sexes,,297
Number of deaths among children ages 10 to 14 years,2010,Gabon,,Both sexes,,312
Number of deaths among children ages 10 to 14 years,2012,Gabon,,Both sexes,,314
Number of deaths among children ages 10 to 14 years,2019,Gabon,,Both sexes,,325
Number of deaths among children ages 10 to 14 years,2021,Gabon,,Both sexes,,330
Number of maternal deaths,1985,Gabon,,,,148.71122
Maternal mortality ratio (per 100 000 live births),1988,Gabon,,,,431.02846
Maternal mortality ratio (per 100 000 live births),1989,Gabon,,,,431.05723
Number of maternal deaths,1992,Gabon,,,,155.07841
Number of maternal deaths,1993,Gabon,,,,151.72703
Maternal mortality ratio (per 100 000 live births),1997,Gabon,,,,323.85229
Maternal mortality ratio (per 100 000 live births),1998,Gabon,,,,311.22636
Number of maternal deaths,2000,Gabon,,,,106.87238
Number of neonatal deaths (0 to 27 days),1995,Gabon,,Both sexes,,1146
Number of neonatal deaths (0 to 27 days),2000,Gabon,,Both sexes,,1179
Number of deaths among children ages 5 to 9 years,2012,Gabon,,Female,,141
Number of neonatal deaths (0 to 27 days),2002,Gabon,,Both sexes,,1201
Number of neonatal deaths (0 to 27 days),2009,Gabon,,Both sexes,,1333
Number of neonatal deaths (0 to 27 days),2011,Gabon,,Both sexes,,1384
Number of neonatal deaths (0 to 27 days),2018,Gabon,,Both sexes,,1298
Number of deaths among children ages 5 to 9 years,2017,Gabon,,Female,,140
Number of deaths among children ages 5 to 9 years,2019,Gabon,,Female,,138
Number of deaths among children ages 5 to 9 years,1996,Gabon,,Both sexes,,317
Number of deaths among children ages 5 to 9 years,1998,Gabon,,Both sexes,,320
Number of deaths among children ages 5 to 9 years,2003,Gabon,,Both sexes,,312
Number of deaths among children ages 5 to 9 years,2005,Gabon,,Both sexes,,308
Number of deaths among children ages 5 to 9 years,2007,Gabon,,Both sexes,,307
Number of deaths among children ages 5 to 9 years,2012,Gabon,,Both sexes,,303
Number of deaths among children ages 5 to 9 years,2014,Gabon,,Both sexes,,304
Number of deaths among children ages 5 to 9 years,2021,Gabon,,Both sexes,,299
Number of infant deaths (between birth and 11 months),1993,Gabon,,Both sexes,,2217
Number of infant deaths (between birth and 11 months),2000,Gabon,,Both sexes,,2237
Number of infant deaths (between birth and 11 months),2002,Gabon,,Both sexes,,2239
Number of infant deaths (between birth and 11 months),2009,Gabon,,Both sexes,,2269
Number of infant deaths (between birth and 11 months),2011,Gabon,,Both sexes,,2293
Number of infant deaths (between birth and 11 months),2016,Gabon,,Both sexes,,2129
Number of infant deaths (between birth and 11 months),2018,Gabon,,Both sexes,,2035
Number of maternal deaths,2001,Gabon,,,,104.65957
Maternal mortality ratio (per 100 000 live births),2005,Gabon,,,,239.4148
Maternal mortality ratio (per 100 000 live births),2006,Gabon,,,,238.57549
Number of maternal deaths,2009,Gabon,,,,114.37773
Number of maternal deaths,2010,Gabon,,,,109.92986
Maternal mortality ratio (per 100 000 live births),2013,Gabon,,,,193.61432
Maternal mortality ratio (per 100 000 live births),2014,Gabon,,,,215.90027
Number of maternal deaths,2017,Gabon,,,,139.38974
Number of maternal deaths,2018,Gabon,,,,146.28232
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1985,Gabon,,Both sexes,,32.13555
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1986,Gabon,,Both sexes,,31.85486
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),1999,Gabon,,Both sexes,,27.99739
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2000,Gabon,,Both sexes,,27.72499
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2001,Gabon,,Both sexes,,27.44569
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2002,Gabon,,Both sexes,,27.11129
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2016,Gabon,,Both sexes,,21.36399
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2017,Gabon,,Both sexes,,20.89355
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2018,Gabon,,Both sexes,,20.4357
Neonatal mortality rate (0 to 27 days) per 1000 live births) (SDG 3.2.2),2019,Gabon,,Both sexes,,19.93166
Stillbirth rate (per 1000 total births),2002,Gabon,,Both sexes,,17.49554
Stillbirth rate (per 1000 total births),2003,Gabon,,Both sexes,,17.39783
Stillbirth rate (per 1000 total births),2004,Gabon,,Both sexes,,17.34843
Stillbirth rate (per 1000 total births),2005,Gabon,,Both sexes,,17.16558
Stillbirth rate (per 1000 total births),2018,Gabon,,Both sexes,,14.67434
Stillbirth rate (per 1000 total births),2019,Gabon,,Both sexes,,14.48757
Stillbirth rate (per 1000 total births),2020,Gabon,,Both sexes,,14.32013
Stillbirth rate (per 1000 total births),2021,Gabon,,Both sexes,,14.09536
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1999,Gabon,,Female,,16.94009
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2000,Gabon,,Female,,16.851
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2001,Gabon,,Female,,16.75604
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2002,Gabon,,Female,,16.65416
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2003,Gabon,,Female,,16.57442
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2016,Gabon,,Female,,12.8124
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2017,Gabon,,Female,,12.40346
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2018,Gabon,,Female,,12.03881
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2019,Gabon,,Female,,11.6677
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2001,Gabon,,Male,,17.57384
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2002,Gabon,,Male,,17.46431
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2003,Gabon,,Male,,17.3719
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2004,Gabon,,Male,,17.27446
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2018,Gabon,,Male,,13.26185
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2019,Gabon,,Male,,12.93344
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2020,Gabon,,Male,,12.57319
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2021,Gabon,,Male,,12.21923
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2002,Gabon,,Both sexes,,17.05952
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2003,Gabon,,Both sexes,,16.97351
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2004,Gabon,,Both sexes,,16.86092
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2005,Gabon,,Both sexes,,16.75453
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2019,Gabon,,Both sexes,,12.30403
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2020,Gabon,,Both sexes,,11.91748
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2021,Gabon,,Both sexes,,11.54271
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1998,Gabon,,Female,,9.03147
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1999,Gabon,,Female,,8.90342
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2000,Gabon,,Female,,8.76054
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2001,Gabon,,Female,,8.59171
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2015,Gabon,,Female,,5.72762
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2016,Gabon,,Female,,5.52569
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2017,Gabon,,Female,,5.30308
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2018,Gabon,,Female,,5.12215
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1999,Gabon,,Male,,9.6876
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2000,Gabon,,Male,,9.54075
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2001,Gabon,,Male,,9.37126
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2002,Gabon,,Male,,9.19174
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2016,Gabon,,Male,,6.52019
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2017,Gabon,,Male,,6.34807
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2018,Gabon,,Male,,6.17529
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2019,Gabon,,Male,,5.99929
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2001,Gabon,,Both sexes,,8.98171
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2002,Gabon,,Both sexes,,8.80124
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2003,Gabon,,Both sexes,,8.63025
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2004,Gabon,,Both sexes,,8.43987
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2017,Gabon,,Both sexes,,5.82816
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2018,Gabon,,Both sexes,,5.65161
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2019,Gabon,,Both sexes,,5.47217
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2020,Gabon,,Both sexes,,5.27723
Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),2021,Gabon,,Both sexes,,5.08753
Number of deaths among children under-five,1975,Gabon,,Female,,1504
Number of deaths among children under-five,1976,Gabon,,Female,,1502
Number of deaths among children under-five,1977,Gabon,,Female,,1500
Number of deaths among children under-five,1978,Gabon,,Female,,1501
Number of deaths among children under-five,1992,Gabon,,Female,,1525
Number of deaths among children under-five,1993,Gabon,,Female,,1535
Number of deaths among children under-five,1994,Gabon,,Female,,1544
Number of deaths among children under-five,1995,Gabon,,Female,,1550
Number of deaths among children under-five,2009,Gabon,,Female,,1505
Number of deaths among children under-five,2010,Gabon,,Female,,1491
Number of deaths among children under-five,2011,Gabon,,Female,,1483
Number of deaths among children under-five,2012,Gabon,,Female,,1464
Number of deaths among children under-five,1977,Gabon,,Male,,1748
Number of deaths among children under-five,1978,Gabon,,Male,,1752
Number of deaths among children under-five,1979,Gabon,,Male,,1753
Number of deaths among children under-five,1980,Gabon,,Male,,1756
Number of deaths among children under-five,1994,Gabon,,Male,,1847
Number of deaths among children under-five,1995,Gabon,,Male,,1852
Number of deaths among children under-five,1996,Gabon,,Male,,1858
Number of deaths among children under-five,1997,Gabon,,Male,,1869
Number of deaths among children under-five,2011,Gabon,,Male,,1810
Number of deaths among children under-five,2012,Gabon,,Male,,1790
Number of deaths among children under-five,2013,Gabon,,Male,,1756
Number of deaths among children under-five,2014,Gabon,,Male,,1732
Number of deaths among children under-five,1979,Gabon,,Both sexes,,3251
Number of deaths among children under-five,1980,Gabon,,Both sexes,,3253
Number of deaths among children under-five,1981,Gabon,,Both sexes,,3260
Number of deaths among children under-five,1982,Gabon,,Both sexes,,3264
Number of deaths among children under-five,1983,Gabon,,Both sexes,,3263
Number of deaths among children under-five,1996,Gabon,,Both sexes,,3415
Number of deaths among children under-five,1997,Gabon,,Both sexes,,3433
Number of deaths among children under-five,1998,Gabon,,Both sexes,,3454
Number of deaths among children under-five,1999,Gabon,,Both sexes,,3463
Number of deaths among children under-five,2013,Gabon,,Both sexes,,3185
Number of deaths among children under-five,2014,Gabon,,Both sexes,,3137
Number of deaths among children under-five,2015,Gabon,,Both sexes,,3086
Number of deaths among children under-five,2016,Gabon,,Both sexes,,3000
Number of infant deaths (between birth and 11 months),1982,Gabon,,Female,,940
Number of infant deaths (between birth and 11 months),1983,Gabon,,Female,,940
Number of infant deaths (between birth and 11 months),1984,Gabon,,Female,,941
Number of infant deaths (between birth and 11 months),1985,Gabon,,Female,,940
Number of infant deaths (between birth and 11 months),1986,Gabon,,Female,,941
Number of infant deaths (between birth and 11 months),1999,Gabon,,Female,,973
Number of infant deaths (between birth and 11 months),2000,Gabon,,Female,,975
Number of infant deaths (between birth and 11 months),2001,Gabon,,Female,,978
Number of infant deaths (between birth and 11 months),2002,Gabon,,Female,,978
Number of infant deaths (between birth and 11 months),2016,Gabon,,Female,,926
Number of infant deaths (between birth and 11 months),2017,Gabon,,Female,,912
Number of infant deaths (between birth and 11 months),2018,Gabon,,Female,,885
Number of infant deaths (between birth and 11 months),2019,Gabon,,Female,,857
Number of infant deaths (between birth and 11 months),1981,Gabon,,Male,,1187
Number of infant deaths (between birth and 11 months),1982,Gabon,,Male,,1193
Number of infant deaths (between birth and 11 months),1983,Gabon,,Male,,1198
Number of infant deaths (between birth and 11 months),1984,Gabon,,Male,,1199
Number of infant deaths (between birth and 11 months),1997,Gabon,,Male,,1254
Number of infant deaths (between birth and 11 months),1998,Gabon,,Male,,1258
Number of infant deaths (between birth and 11 months),1999,Gabon,,Male,,1260
Number of infant deaths (between birth and 11 months),2000,Gabon,,Male,,1262
Number of infant deaths (between birth and 11 months),2014,Gabon,,Male,,1259
Number of infant deaths (between birth and 11 months),2015,Gabon,,Male,,1236
Number of infant deaths (between birth and 11 months),2016,Gabon,,Male,,1203
Number of infant deaths (between birth and 11 months),2017,Gabon,,Male,,1183
Number of infant deaths (between birth and 11 months),1979,Gabon,,Both sexes,,2102
Number of infant deaths (between birth and 11 months),1980,Gabon,,Both sexes,,2110
Number of infant deaths (between birth and 11 months),1981,Gabon,,Both sexes,,2124
Number of infant deaths (between birth and 11 months),1982,Gabon,,Both sexes,,2133
Number of infant deaths (between birth and 11 months),1995,Gabon,,Both sexes,,2214
Number of infant deaths (between birth and 11 months),1996,Gabon,,Both sexes,,2212
Number of infant deaths (between birth and 11 months),1997,Gabon,,Both sexes,,2218
Number of infant deaths (between birth and 11 months),1998,Gabon,,Both sexes,,2230
Number of infant deaths (between birth and 11 months),1999,Gabon,,Both sexes,,2233
Number of infant deaths (between birth and 11 months),2012,Gabon,,Both sexes,,2277
Number of infant deaths (between birth and 11 months),2013,Gabon,,Both sexes,,2239
Number of infant deaths (between birth and 11 months),2014,Gabon,,Both sexes,,2229
Number of infant deaths (between birth and 11 months),2015,Gabon,,Both sexes,,2189
Number of neonatal deaths (0 to 27 days),1988,Gabon,,Both sexes,,1122
Number of neonatal deaths (0 to 27 days),1989,Gabon,,Both sexes,,1134
Number of neonatal deaths (0 to 27 days),1990,Gabon,,Both sexes,,1144
Number of neonatal deaths (0 to 27 days),1991,Gabon,,Both sexes,,1153
Number of neonatal deaths (0 to 27 days),2004,Gabon,,Both sexes,,1226
Number of neonatal deaths (0 to 27 days),2005,Gabon,,Both sexes,,1241
Number of neonatal deaths (0 to 27 days),2006,Gabon,,Both sexes,,1260
Number of neonatal deaths (0 to 27 days),2007,Gabon,,Both sexes,,1280
Number of neonatal deaths (0 to 27 days),2021,Gabon,,Both sexes,,1203
Number of deaths among children ages 5 to 9 years,1990,Gabon,,Female,,141
Number of deaths among children ages 5 to 9 years,1991,Gabon,,Female,,142
Number of deaths among children ages 5 to 9 years,2005,Gabon,,Female,,146
Number of deaths among children ages 5 to 9 years,2006,Gabon,,Female,,146
Number of deaths among children ages 5 to 9 years,2007,Gabon,,Female,,146
Number of deaths among children ages 5 to 9 years,2008,Gabon,,Female,,145
Number of deaths among children ages 5 to 9 years,2021,Gabon,,Female,,132
Number of deaths among children ages 5 to 9 years,1990,Gabon,,Male,,152
Number of deaths among children ages 5 to 9 years,1991,Gabon,,Male,,155
Number of deaths among children ages 5 to 9 years,1992,Gabon,,Male,,156
Number of deaths among children ages 5 to 9 years,1993,Gabon,,Male,,159
Number of deaths among children ages 5 to 9 years,2006,Gabon,,Male,,161
Number of deaths among children ages 5 to 9 years,2007,Gabon,,Male,,161
Number of deaths among children ages 5 to 9 years,2008,Gabon,,Male,,162
Number of deaths among children ages 5 to 9 years,2009,Gabon,,Male,,162
Number of deaths among children ages 5 to 9 years,1991,Gabon,,Both sexes,,297
Number of deaths among children ages 5 to 9 years,1992,Gabon,,Both sexes,,301
Number of deaths among children ages 5 to 9 years,1993,Gabon,,Both sexes,,306
Number of deaths among children ages 5 to 9 years,1994,Gabon,,Both sexes,,311
Number of deaths among children ages 5 to 9 years,2008,Gabon,,Both sexes,,307
Number of deaths among children ages 5 to 9 years,2009,Gabon,,Both sexes,,306
Number of deaths among children ages 5 to 9 years,2010,Gabon,,Both sexes,,306
Number of deaths among children ages 5 to 9 years,2011,Gabon,,Both sexes,,305
Number of deaths among children ages 10 to 14 years,1990,Gabon,,Female,,90
Number of deaths among children ages 10 to 14 years,2003,Gabon,,Female,,142
Number of deaths among children ages 10 to 14 years,2004,Gabon,,Female,,145
Number of deaths among children ages 10 to 14 years,2005,Gabon,,Female,,149
Number of deaths among children ages 10 to 14 years,2006,Gabon,,Female,,151
Number of deaths among children ages 10 to 14 years,2020,Gabon,,Female,,160
Number of deaths among children ages 10 to 14 years,2021,Gabon,,Female,,161
Number of deaths among children ages 10 to 14 years,1990,Gabon,,Male,,90
Number of deaths among children ages 10 to 14 years,1991,Gabon,,Male,,94
Number of deaths among children ages 10 to 14 years,2005,Gabon,,Male,,148
Number of deaths among children ages 10 to 14 years,2006,Gabon,,Male,,151
Number of deaths among children ages 10 to 14 years,2007,Gabon,,Male,,153
Number of deaths among children ages 10 to 14 years,2008,Gabon,,Male,,155
Number of deaths among children ages 10 to 14 years,2021,Gabon,,Male,,169
Number of deaths among children ages 10 to 14 years,1990,Gabon,,Both sexes,,180
Number of deaths among children ages 10 to 14 years,1991,Gabon,,Both sexes,,188
Number of deaths among children ages 10 to 14 years,1992,Gabon,,Both sexes,,196
Number of deaths among children ages 10 to 14 years,2006,Gabon,,Both sexes,,302
Number of deaths among children ages 10 to 14 years,2007,Gabon,,Both sexes,,306
Number of deaths among children ages 10 to 14 years,2008,Gabon,,Both sexes,,309
Number of deaths among children ages 10 to 14 years,2009,Gabon,,Both sexes,,310
Maternal mortality ratio (per 100 000 live births),1990,Gabon,,,,406.88306
Number of maternal deaths,1990,Gabon,,,,150.54673
Maternal mortality ratio (per 100 000 live births),1991,Gabon,,,,401.47849
Number of maternal deaths,1991,Gabon,,,,152.56183
Number of maternal deaths,1998,Gabon,,,,127.60281
Maternal mortality ratio (per 100 000 live births),1999,Gabon,,,,290.41317
Number of maternal deaths,1999,Gabon,,,,121.97353
Maternal mortality ratio (per 100 000 live births),2000,Gabon,,,,248.54042
Maternal mortality ratio (per 100 000 live births),2007,Gabon,,,,238.25081
Number of maternal deaths,2007,Gabon,,,,119.1254
Maternal mortality ratio (per 100 000 live births),2008,Gabon,,,,219.44428
Number of maternal deaths,2008,Gabon,,,,114.11103
Maternal mortality ratio (per 100 000 live births),2015,Gabon,,,,212.2327
Number of maternal deaths,2015,Gabon,,,,133.7066
Maternal mortality ratio (per 100 000 live births),2016,Gabon,,,,215.89875
Number of maternal deaths,2016,Gabon,,,,136.01621
Maternal mortality ratio (per 100 000 live births),2017,Gabon,,,,217.79647
Under-five mortality rate (per 1000 live births) (SDG 3.2.1),2018,Gabon,,Both sexes,,44.91073
Under-five mortality rate (per 1000 live births) (SDG 3.2.1),2011,Gabon,,Both sexes,,59.26567
Under-five mortality rate (per 1000 live births) (SDG 3.2.1),2009,Gabon,,Both sexes,,64.57571
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),1997,Gabon,,Female,,17.08475
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2004,Gabon,,Female,,16.4465
Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),2006,Gabon,,Female,,16.19861
Stillbirth rate (per 1000 total births),2001,Gabon,,Both sexes,,17.60313
Stillbirth rate (per 1000 total births),2006,Gabon,,Both sexes,,17.0467
